iter	RMSE
0	0.007304983575
1	0.0071990703
2	0.007127964176
3	0.007042710123
4	0.006980965313
5	0.00689320481
6	0.006840924206
7	0.006769981537
8	0.006710086461
9	0.006659785216
10	0.006586409538
11	0.006511792881
12	0.006467102818
13	0.006443638513
14	0.006383880894
15	0.006327084141
16	0.006272159655
17	0.006232850933
18	0.006176559122
19	0.006126127448
20	0.006080844595
21	0.006044872027
22	0.006000459845
23	0.005957787794
24	0.005926191224
25	0.005874352177
26	0.005844054077
27	0.005807426025
28	0.005786639363
29	0.005757813116
30	0.005724109971
31	0.005702644905
32	0.005666632067
33	0.005630501625
34	0.005591100884
35	0.005560912739
36	0.005518191426
37	0.00549011166
38	0.005447649209
39	0.005417685496
40	0.00538445253
41	0.005350439239
42	0.005318160359
43	0.005288786013
44	0.005276224687
45	0.005249902402
46	0.00522545959
47	0.005190802893
48	0.005163844364
49	0.005125903017
50	0.005095749833
51	0.005074121548
52	0.005044630339
53	0.005017093101
54	0.004990847473
55	0.00496729146
56	0.004941719298
57	0.004919632262
58	0.004896891645
59	0.004888124917
60	0.00486611111
61	0.004844359772
62	0.004829958397
63	0.004805483011
64	0.004787152202
65	0.004763967163
66	0.004741652767
67	0.004720359959
68	0.004700773861
69	0.004681620167
70	0.004671274821
71	0.004652896022
72	0.004632658329
73	0.004613640114
74	0.004594426772
75	0.004580085406
76	0.004560798059
77	0.004551977717
78	0.004531766669
79	0.004518438463
80	0.004507052767
81	0.004484964433
82	0.004470425452
83	0.004451402654
84	0.004437525524
85	0.004422766904
86	0.004409988742
87	0.004396703876
88	0.004385870514
89	0.004368464052
90	0.004353578294
91	0.00434191453
92	0.004331988906
93	0.004329148509
94	0.004314884757
95	0.004305617904
96	0.004288447956
97	0.004275567376
98	0.004258747045
99	0.004241948942
100	0.004226279994
101	0.004210916321
102	0.004193466589
103	0.004184756893
104	0.004168364115
105	0.004153536121
106	0.004143038078
107	0.004121771362
108	0.004109524176
109	0.004096453135
110	0.00408380899
111	0.004066421873
112	0.004063130922
113	0.004052797716
114	0.004047431464
115	0.004036796713
116	0.004018697611
117	0.004010637843
118	0.004006515984
119	0.003995647143
120	0.003987643709
121	0.003974290216
122	0.003960644195
123	0.003950544061
124	0.003938246744
125	0.003925014121
126	0.003913097783
127	0.00390620536
128	0.003889187229
129	0.003871619182
130	0.003858597014
131	0.003846082107
132	0.003842217241
133	0.003814871845
134	0.00380067287
135	0.003789791628
136	0.003777841464
137	0.003764286533
138	0.003760145378
139	0.003742082563
140	0.003731527181
141	0.003716987988
142	0.003713437454
143	0.00369187682
144	0.003678137916
145	0.003671683551
146	0.003656108255
147	0.003639348856
148	0.00362575356
149	0.00361910891
150	0.003601436545
151	0.003593887055
152	0.0035783177
153	0.003568230899
154	0.003554194688
155	0.00354944961
156	0.003541078037
157	0.003520533412
158	0.003513822924
159	0.003501183305
160	0.003483990968
161	0.003472456064
162	0.003460472529
163	0.003446491071
164	0.003437153057
165	0.003418496311
166	0.003413189987
167	0.003401093062
168	0.003390842083
169	0.003369031172
170	0.003355647312
171	0.003347367128
172	0.003337294233
173	0.003321534896
174	0.00329668109
175	0.003274366425
176	0.003261323809
177	0.003249816222
178	0.003243774357
179	0.003236622835
180	0.003227760858
181	0.003212553662
182	0.00319487197
183	0.003186043444
184	0.003169378654
185	0.003157026486
186	0.003142227585
187	0.003133578927
188	0.003127301309
189	0.003115718745
190	0.003104286834
191	0.003095826503
192	0.003081985773
193	0.00306430837
194	0.003053435699
195	0.003037915141
196	0.003022637671
197	0.003011084608
198	0.002990920616
199	0.002980725586
200	0.00296851857
201	0.002948025287
202	0.002930821312
203	0.002920835425
204	0.002904248696
205	0.002893282087
206	0.00288323613
207	0.002873259113
208	0.00286398262
209	0.002849336432
210	0.002840100044
211	0.002827757486
212	0.002817660856
213	0.002814455105
214	0.002801642099
215	0.002792988142
216	0.002785103623
217	0.00277592096
218	0.002762691562
219	0.00274975866
220	0.002739601848
221	0.002724219074
222	0.002706849117
223	0.00269804122
224	0.002687258452
225	0.00267655016
226	0.002670893788
227	0.002660996538
228	0.002650477959
229	0.002636220939
230	0.002623987126
231	0.002609876971
232	0.00259713068
233	0.002581547059
234	0.002572562676
235	0.002558641698
236	0.002546925157
237	0.002533042538
238	0.002520754214
239	0.002513686924
240	0.002509851271
241	0.002497741006
242	0.002487832732
243	0.00248311892
244	0.00247789286
245	0.002466361962
246	0.00245486922
247	0.002452331379
248	0.002441358873
249	0.002428575827
250	0.002417781384
251	0.002405592827
252	0.002396571793
253	0.002387292357
254	0.002374259434
255	0.002359131706
256	0.002346053955
257	0.002336749036
258	0.002325756279
259	0.002316493265
260	0.00230107634
261	0.002293831624
262	0.00228105983
263	0.002277280761
264	0.002263281418
265	0.002254707735
266	0.002243306092
267	0.002239847636
268	0.002231217695
269	0.002222668808
270	0.002219957928
271	0.002209779993
272	0.002204014869
273	0.002198027723
274	0.00218429899
275	0.002172259732
276	0.002167399025
277	0.002155580811
278	0.002141037989
279	0.002131775644
280	0.002121691934
281	0.002110350596
282	0.002097261946
283	0.002088172896
284	0.002083156069
285	0.00207341049
286	0.002063705587
287	0.002054675178
288	0.002045951207
289	0.002039324668
290	0.002033563918
291	0.002020939539
292	0.002010930158
293	0.00200381645
294	0.001994778544
295	0.001987343076
296	0.001976873502
297	0.001967588141
298	0.001960464258
299	0.001955955382
300	0.001953423057
301	0.001946955599
302	0.001935018297
303	0.001929441342
304	0.001918879783
305	0.00191437397
306	0.001908205936
307	0.00190633876
308	0.001901414558
309	0.001893176281
310	0.001890720161
311	0.001882686483
312	0.001873887896
313	0.001864397557
314	0.001859160583
315	0.001849584357
316	0.001842314624
317	0.001836851059
318	0.001828095052
319	0.001822487276
320	0.001820445526
321	0.001810092904
322	0.001800188194
323	0.001790120478
324	0.001784961187
325	0.001778833789
326	0.001773979726
327	0.001768291216
328	0.001758518154
329	0.001750201928
330	0.001739320217
331	0.001734003742
332	0.00173274541
333	0.001728678367
334	0.001725290423
335	0.001715714046
336	0.001710830836
337	0.00170548473
338	0.00169943044
339	0.001693687118
340	0.001685055451
341	0.001676382829
342	0.001671040855
343	0.00166349237
344	0.001658922353
345	0.001651186764
346	0.001645255303
347	0.001636146641
348	0.001631506366
349	0.001621487411
350	0.00161882657
351	0.001613346982
352	0.001605181828
353	0.001598784249
354	0.001597420665
355	0.00159130118
356	0.001583950834
357	0.001580194075
358	0.001574736857
359	0.001565631625
360	0.001557369837
361	0.001553051941
362	0.001548615449
363	0.001544979801
364	0.001540284168
365	0.001535146762
366	0.001534042888
367	0.001525509026
368	0.001523406793
369	0.001518604178
370	0.001512367607
371	0.00150801276
372	0.001503292878
373	0.001496787152
374	0.001490103885
375	0.001481550121
376	0.001477524903
377	0.001472470773
378	0.001465846655
379	0.001460369487
380	0.001456718496
381	0.001455378729
382	0.001451183743
383	0.001447379323
384	0.001443356508
385	0.001439376112
386	0.001430458887
387	0.001426992218
388	0.00142336579
389	0.00142039434
390	0.001418967437
391	0.001411591665
392	0.00140618716
393	0.001404771117
394	0.001401987788
395	0.001394641936
396	0.001391407245
397	0.001383371264
398	0.001378840671
399	0.001375702035
400	0.001369800638
401	0.001365260848
402	0.001358154899
403	0.001357127191
404	0.001352040919
405	0.001350756437
406	0.001349556841
407	0.001343276416
408	0.001339006614
409	0.001332042625
410	0.001324932848
411	0.001320318317
412	0.001314166129
413	0.001311400786
414	0.001310134778
415	0.001306768602
416	0.001305007432
417	0.001300520391
418	0.001299405238
419	0.001297671853
420	0.00129545563
421	0.00129155555
422	0.001283214549
423	0.001276354227
424	0.001274959729
425	0.001273705385
426	0.001270799581
427	0.001262609707
428	0.001260237243
429	0.001259280728
430	0.001258344019
431	0.001252179867
432	0.001245109741
433	0.001240207615
434	0.001237629591
435	0.001233581859
436	0.001230270102
437	0.001226525792
438	0.001223293708
439	0.001216379487
440	0.001214845576
441	0.001208163592
442	0.001202899156
443	0.001199192222
444	0.001193872576
445	0.001187079657
446	0.001182436835
447	0.001181379422
448	0.001176821852
449	0.001172913261
450	0.001169871985
451	0.001166443492
452	0.00116059253
453	0.00115516957
454	0.001154032689
455	0.001150974866
456	0.001148569687
457	0.001142039561
458	0.00113852239
459	0.001132495877
460	0.001128595114
461	0.001125087914
462	0.001120453288
463	0.001115510424
464	0.001111955671
465	0.001109554994
466	0.001108900044
467	0.001102889829
468	0.00109681711
469	0.001089924273
470	0.001086824087
471	0.001083843299
472	0.001079785397
473	0.001074375478
474	0.001068096025
475	0.001066841333
476	0.001063200815
477	0.001060044435
478	0.001059067394
479	0.001058436953
480	0.001057051797
481	0.00105285146
482	0.00104886882
483	0.00104301841
484	0.001041092582
485	0.001037109267
486	0.001034999776
487	0.001030622111
488	0.001029646649
489	0.00102379541
490	0.00101780901
491	0.001013731195
492	0.001009165453
493	0.001004645774
494	0.001000944515
495	0.0009967812387
496	0.0009930376226
497	0.0009913850983
498	0.0009885957285
499	0.0009856425664
